gpscoordinates_longitude,email,complaint_type,location,CreatedAt,title,citizenName,category,economicImpact,environmentalImpact,emotion,lastUpdatedDate,ResolutionTime,tehsil,id,complaintType,socialImpact,pincode,status,district,date,submissionDate,complaint,contactNumber,updatedAt,relatedPolicies,subcategory,urgencyLevel,ward,gpscoordinates_latitude,isAnonymous,estimated,departmentAssigned
83.1794,example1720@gmail.com,,"Bareilly, Uttar Pradesh",2025-02-05 01:41:04,Sample Title 1720,Sanjay Kumar,Healthcare,Increased medical expenses,None,Helplessness,2025-02-05,12,N/A,1720,Health Services,Poor health outcomes,221409,Closed,Nai Bazar,,2025-02-05,सरकारी अस्पतालों में डॉक्टरों की कमी है और मरीजों को ठीक से इलाज नहीं मिल पाता।,9947933160,2025-02-05 01:41:04,UP Health Services Act 2015,Public Health,High,N/A,25.6475,True,47,Health Department
81.6333,example1721@gmail.com,,"Gorakhpur, Uttar Pradesh",2025-02-05 01:41:04,Sample Title 1721,Ravi Sharma,Law Enforcement,Loss of business due to crime,None,Anger,2025-02-05,17,N/A,1721,Police & Law,Increased fear and insecurity among residents,212202,Open,Chail,,2025-02-05,पुलिस का रवैया बहुत ही खराब है। कोई भी शिकायत सुनी नहीं जाती।,6339954506,2025-02-05 01:41:04,UP Police Act 2018,Crime Control,High,N/A,25.4333,True,46,Police Department
77.8167,example1722@gmail.com,,"Saharanpur, Uttar Pradesh",2025-02-05 01:41:04,Sample Title 1722,Amit Verma,Education,Increased private tuition costs,None,Concern,2025-02-05,29,N/A,1722,Education,Poor educational outcomes,245407,Open,Lakhaoti,,2025-02-05,स्कूलों में पढ़ाई का स्तर बहुत खराब है। शिक्षक बच्चों को ठीक से पढ़ाने के बजाय अपनी छुट्टियां लेते रहते हैं।,6819750015,2025-02-05 01:41:04,UP Education Act 2014,School Curriculum,High,N/A,28.7167,False,23,Education Department
78.6778,example1723@gmail.com,,"Muzaffarnagar, Uttar Pradesh",2025-02-05 01:41:04,Sample Title 1723,Vijay Kumar,Utilities,Additional water procurement costs,Water wastage and contamination,Frustration,2025-02-05,19,N/A,1723,Water Supply,Disruption of daily life and hygiene,244502,Open,Aghwanpur,,2025-02-05,"पानी की सप्लाई बहुत अस्थिर रहती है। कभी बहुत कम पानी आता है, तो कभी बिल्कुल नहीं आता।",9795930803,2025-02-05 01:41:04,UP Water Supply Act 2019,Water Distribution,High,N/A,29.0889,False,87,Water Supply Department
83.2222,example1724@gmail.com,,"Aligarh, Uttar Pradesh",2025-02-05 01:41:04,Sample Title 1724,Suresh Singh,Utilities,Increased electricity costs,Increased generator usage causing pollution,Exhaustion,2025-02-05,12,N/A,1724,Electricity,Disruption of daily activities,276302,In Progress,Gambhirpur,,2025-02-05,बिजली की समस्याएं और बढ़ रही हैं। गर्मी में बिजली के बिना रहना बहुत कठिन हो जाता है।,7033665302,2025-02-05 01:41:04,UP Electricity Act 2017,Power Distribution,High,N/A,26.2778,False,52,Electricity Department
78.7478,example1725@gmail.com,,"Lucknow, Uttar Pradesh",2025-02-05 01:41:04,Sample Title 1725,Rakesh Yadav,Sanitation,Increased healthcare costs,Pollution and pest infestation,Disgust,2025-02-05,16,N/A,1725,Garbage,Health hazards and unhygienic conditions,204216,In Progress,Gandhi Chowk,,2025-02-05,कूड़ा उठाने वाली गाड़ी कभी भी समय पर नहीं आती। कूड़ा सड़कों पर पड़ा रहता है।,8928369575,2025-02-05 01:41:04,UP Sanitation Act 2018,Garbage Collection,High,N/A,27.2384,True,20,Sanitation Department
80.8285,example1726@gmail.com,,"Agra, Uttar Pradesh",2025-02-05 01:41:04,Sample Title 1726,Anil Verma,Infrastructure,Vehicle repair costs,Air pollution due to traffic congestion,Irritation,2025-02-05,15,N/A,1726,Roads,Increased accidents and injuries,229128,Open,Maharajganj (Rae Bareli),,2025-02-05,सड़कें खस्ता हालत में हैं। गड्ढों के कारण गाड़ी चलाना मुश्किल हो गया है।,8057129431,2025-02-05 01:41:04,UP Road Maintenance Act 2017,Road Maintenance,High,N/A,26.5258,True,52,Public Works Department
81.7333,example1727@gmail.com,,"Jhansi, Uttar Pradesh",2025-02-05 01:41:04,Sample Title 1727,Rajesh Kumar,Transportation,Loss of productivity,Increased pollution due to private vehicle usage,Frustration,2025-02-05,8,N/A,1727,Public Transport,Inconvenience for daily commuters,271829,In Progress,Gangwala,,2025-02-05,बसों की हालत बहुत खराब हो गई है। सीटें भी बहुत गंदी रहती हैं।,6184926804,2025-02-05 01:41:04,UP Public Transport Act 2018,Bus Services,Medium,N/A,27.7083,True,3,Transport Department
82.4167,example1728@gmail.com,,"Moradabad, Uttar Pradesh",2025-02-05 01:41:04,Sample Title 1728,Suresh Verma,Healthcare,Increased medical expenses,None,Helplessness,2025-02-05,24,N/A,1728,Health Services,Poor health outcomes,271601,In Progress,Bairia,,2025-02-05,सरकारी अस्पतालों में दवाइयों की कमी और डॉक्टरों की अनुपस्थिति से मरीजों को बहुत तकलीफ होती है।,7065971123,2025-02-05 01:41:04,UP Health Services Act 2015,Public Health,High,N/A,27.3167,True,79,Health Department
78.4033,example1729@gmail.com,,"Meerut, Uttar Pradesh",2025-02-05 01:41:04,Sample Title 1729,Ravi Sharma,Law Enforcement,Loss of business due to crime,None,Anger,2025-02-05,14,N/A,1729,Police & Law,Increased fear and insecurity among residents,246751,Closed,Qadrabad,,2025-02-05,पुलिस अपराधियों के खिलाफ कार्रवाई नहीं करती। स्थिति और भी बिगड़ रही है।,8229111796,2025-02-05 01:41:04,UP Police Act 2018,Crime Control,High,N/A,29.3867,True,47,Police Department
83.1794,example1730@gmail.com,,"Gorakhpur, Uttar Pradesh",2025-02-05 01:41:04,Sample Title 1730,Amit Kumar,Education,Increased private tuition costs,None,Concern,2025-02-05,21,N/A,1730,Education,Poor educational outcomes,221105,In Progress,Harhua,,2025-02-05,"स्कूलों में बच्चों को सही शिक्षा नहीं मिल रही। बहुत सी चीजें जो जीवन के लिए जरूरी हैं, वो भी नहीं सिखाई जातीं।",7646629481,2025-02-05 01:41:04,UP Education Act 2014,School Curriculum,High,N/A,25.6475,True,73,Education Department
77.85,example1731@gmail.com,,"Mathura, Uttar Pradesh",2025-02-05 01:41:04,Sample Title 1731,Vijay Verma,Utilities,Additional water procurement costs,Water wastage and contamination,Frustration,2025-02-05,13,N/A,1731,Water Supply,Disruption of daily life and hygiene,245208,Open,Bahadurgarh,,2025-02-05,पानी की सप्लाई बहुत अस्थिर हो गई है। कई बार पूरे दिन पानी नहीं आता।,6344403147,2025-02-05 01:41:04,UP Water Supply Act 2019,Water Distribution,High,N/A,28.7167,False,69,Water Supply Department
79.6583,example1732@gmail.com,,"Kanpur, Uttar Pradesh",2025-02-05 01:41:04,Sample Title 1732,Rajesh Verma,Utilities,Increased electricity costs,Increased generator usage causing pollution,Exhaustion,2025-02-05,16,N/A,1732,Electricity,Disruption of daily activities,242310,Open,Jalapur,,2025-02-05,गर्मी के मौसम में बिजली की कटौती बहुत बढ़ गई है। कई बार तो घंटों बिजली चली जाती है।,6965274850,2025-02-05 01:41:04,UP Electricity Act 2017,Power Distribution,High,N/A,27.9833,True,65,Electricity Department
83.5667,example1733@gmail.com,,Kanpur,2025-02-05 01:41:04,Sample Title 1733,Ravi Yadav,Healthcare,Increased medical expenses,None,Concerned,2025-02-05,7,N/A,1733,Health Services,Poor health outcomes,232341,Closed,Tajpur Manjha,,2025-02-05,"Kanpur mein hospitals mein treatment ki quality bilkul bekar ho gayi hai, bahut der tak wait karna padta hai.",6829564315,2025-02-05 01:41:04,UP Health Services Act 2015,Public Health,High,N/A,25.4333,False,39,Health Department
82.65,example1734@gmail.com,,Agra,2025-02-05 01:41:04,Sample Title 1734,Sakshi Gupta,Infrastructure,Vehicle repair costs,Air pollution due to traffic congestion,Angry,2025-02-05,1,N/A,1734,Roads,Increased accidents and injuries,271206,Closed,Pachperwa,,2025-02-05,"Agra ke main roads pe potholes hai jo kaafi dangerous hai, aur koi bhi repair ka kaam nahi ho raha hai.",6166557079,2025-02-05 01:41:04,UP Road Maintenance Act 2017,Road Maintenance,High,N/A,27.5167,False,65,Public Works Department
82.1167,example1735@gmail.com,,Moradabad,2025-02-05 01:41:04,Sample Title 1735,Anil Kumar,Utilities,Additional water procurement costs,Water wastage and contamination,Frustrated,2025-02-05,19,N/A,1735,Water Supply,Disruption of daily life and hygiene,230302,Closed,Jamtali,,2025-02-05,Moradabad mein paani ki supply kaafi irregular ho gayi hai. Humare ghar mein ek mahine se paani ka issue chal raha hai.,7617147778,2025-02-05 01:41:04,UP Water Supply Act 2019,Water Distribution,High,N/A,25.85,True,15,Water Supply Department
81.5333,example1736@gmail.com,,Aligarh,2025-02-05 01:41:04,Sample Title 1736,Kiran Kumari,Law Enforcement,Loss of business due to crime,None,Upset,2025-02-05,20,N/A,1736,Police & Law,Increased fear and insecurity among residents,275203,Open,Jakhania Ghazipur,,2025-02-05,"Aligarh mein police ka response kaafi slow hai. Recently kuch logon ne mujhe darpoks kiya, par police ne koi action nahi liya.",9352877513,2025-02-05 01:41:04,UP Police Act 2018,Crime Control,High,N/A,26.4,False,81,Police Department
83.1833,example1737@gmail.com,अवैध निर्माण,आगरा,2025-02-05 01:41:04,Sample Title 1737,सुरेश चौधरी,Urban Development,Decreased property values,Loss of green spaces,गुस्सा,2025-02-05,30,N/A,1737,,Increased traffic congestion,232102,In Progress,Baburi,,2025-02-05,"हमारे इलाके में अवैध निर्माण तेजी से हो रहा है। सरकार कुछ नहीं कर रही है, जिससे ट्रैफिक की समस्या बढ़ रही है।",9492988820,2025-02-05 01:41:04,UP Urban Development Act 2016,Illegal Construction,High,N/A,25.1833,True,93,Urban Development Department
80.6833,example1738@gmail.com,पानी की किल्लत,गोरखपुर,2025-02-05 01:41:04,Sample Title 1738,रेखा यादव,Utilities,Additional water procurement costs,Water wastage,चिंता,2025-02-05,11,N/A,1738,,Disruption of daily life and hygiene,261506,In Progress,Mahewganj,,2025-02-05,पानी की भारी किल्लत है। हमारे इलाके में पानी के टैंकर समय पर नहीं आते और जब आते हैं तो बहुत कम पानी मिलता है।,8340795350,2025-02-05 01:41:04,UP Water Supply Act 2019,Water Distribution,High,N/A,27.6917,False,29,Water Supply Department
82.7167,example1739@gmail.com,रोजगार,मुरादाबाद,2025-02-05 01:41:04,Sample Title 1739,विनोद कुमार,Employment,Decreased economic growth,None,निराशा,2025-02-05,28,N/A,1739,,Increased unemployment,272182,Open,Walterganj,,2025-02-05,"यहां रोजगार के कोई अवसर नहीं हैं। मैं कई महीनों से नौकरी की तलाश कर रहा हूँ, लेकिन कुछ नहीं मिल रहा।",8015371124,2025-02-05 01:41:04,UP Employment Act 2017,Job Opportunities,High,N/A,26.8667,False,15,Employment Department
76.2541,example1740@gmail.com,बिजली की दरें,मेरठ,2025-02-05 01:41:04,Sample Title 1740,सुनिता सिंह,Utilities,Increased electricity costs,None,नाराजगी,2025-02-05,9,N/A,1740,,Financial burden on residents,121005,Closed,Faridabad Sector 22,,2025-02-05,"बिजली के बिल लगातार बढ़ते जा रहे हैं, जबकि सप्लाई ठीक से नहीं होती। हमें सही बिल नहीं मिलता और अक्सर अधिक बिल आता है।",9468446849,2025-02-05 01:41:04,UP Electricity Act 2017,Power Distribution,High,N/A,28.9915,False,83,Electricity Department
82.4167,example1741@gmail.com,सड़कें खराब,लखनऊ,2025-02-05 01:41:04,Sample Title 1741,आशा वर्मा,Infrastructure,Vehicle repair costs,Air pollution due to traffic congestion,गुस्सा,2025-02-05,6,N/A,1741,,Increased accidents and injuries,271601,Closed,Bairia,,2025-02-05,हमारे इलाके की सड़कें बहुत खराब हो गई हैं। गड्ढों में गाड़ियाँ गिर जाती हैं और दुर्घटनाएं होती हैं।,7596670003,2025-02-05 01:41:04,UP Road Maintenance Act 2017,Road Maintenance,High,N/A,27.3167,True,13,Public Works Department
80.6833,example1742@gmail.com,पुलिस की लापरवाही,इलाहाबाद,2025-02-05 01:41:04,Sample Title 1742,संतोष कुमार,Law Enforcement,Loss of business due to crime,None,नाराजगी,2025-02-05,29,N/A,1742,,Increased fear and insecurity among residents,261502,Open,Isangar,,2025-02-05,हमारे इलाके में बढ़ती अपराध दर के बावजूद पुलिस कुछ नहीं कर रही है। हमें खुद अपनी सुरक्षा करनी पड़ती है।,8972999544,2025-02-05 01:41:04,UP Police Act 2018,Crime Control,High,N/A,27.6917,False,69,Police Department
79.4444,example1743@gmail.com,कचरा प्रबंधन,नोएडा,2025-02-05 01:41:04,Sample Title 1743,नमिता यादव,Sanitation,Increased healthcare costs,Pollution and pest infestation,नाराजगी,2025-02-05,26,N/A,1743,,Health hazards and unhygienic conditions,285001,Closed,Orai R S,,2025-02-05,"कचरा उठाने की कोई व्यवस्था नहीं है, जिससे इलाके में गंदगी फैल रही है और पर्यावरण प्रदूषित हो रहा है।",6224536376,2025-02-05 01:41:04,UP Sanitation Act 2018,Garbage Collection,High,N/A,26.0556,True,67,Sanitation Department
79.65,example1744@gmail.com,बाजार में भ्रष्टाचार,लखनऊ,2025-02-05 01:41:04,Sample Title 1744,अरविंद चौधरी,Consumer Rights,Decreased consumer spending,None,नाराजगी,2025-02-05,25,N/A,1744,,Increased cost of living,209731,In Progress,Talgram,,2025-02-05,"बाजार में सामान की कीमतें बहुत अधिक हैं, और दुकानदार भी मोल-भाव करते हैं। प्रशासन इस पर ध्यान नहीं दे रहा है।",9570641870,2025-02-05 01:41:04,UP Consumer Protection Act 2019,Market Regulation,High,N/A,27.05,False,90,Consumer Affairs Department
79.25,example1745@gmail.com,पानी की सफाई,वाराणसी,2025-02-05 01:41:04,Sample Title 1745,पूनम रानी,Utilities,Increased healthcare costs,Water contamination,चिंता,2025-02-05,9,N/A,1745,,Health hazards,243641,Closed,Usehat,,2025-02-05,"हमारे क्षेत्र में पानी की सप्लाई बहुत गंदी होती है। पानी में गंदगी और मच्छर के लार्वा होते हैं, जो बीमारी फैला रहे हैं।",8667992707,2025-02-05 01:41:04,UP Water Supply Act 2019,Water Distribution,High,N/A,27.8167,False,59,Water Supply Department
78.7478,example1746@gmail.com,सड़क परिवहन,गाजियाबाद,2025-02-05 01:41:04,Sample Title 1746,ब्रह्म सिंह,Transportation,Loss of productivity,Increased pollution due to private vehicle usage,गुस्सा,2025-02-05,26,N/A,1746,,Inconvenience for daily commuters,204212,Closed,Hasayan,,2025-02-05,"सड़क पर ट्रैफिक की समस्या बहुत बढ़ गई है। बसों और ऑटो की संख्या कम है, जिससे यात्रा करना मुश्किल हो गया है।",7956597871,2025-02-05 01:41:04,UP Public Transport Act 2018,Bus Services,Medium,N/A,27.2384,False,29,Transport Department
